tweet_id,semantic_topic
1892176241081684224,2
1933904489926562048,-1
1924348672399261952,9
1984693498411659520,26
1903119527279464960,5
1931091196946075904,-1
1961075486945317120,-1
1960698710519898112,-1
1899911709747535872,-1
1885377089513414912,0
1957067725492437248,10
1966389078850715648,3
1963989493201125632,19
1984571681403519488,-1
1941159825754501376,0
1903218164927959296,32
1915789045856420096,4
1934101229036310784,0
1903197932113084672,0
1934238850500775936,2
1980408225020407808,2
1892446715531386880,8
1876270699159191808,5
1888187784273551616,8
1934111765463519488,2
1959735520076210176,28
1981653337813688320,10
1948292282282840320,8
1915767545849909248,-1
1927664162731331584,-1
1993094841723764736,4
1918220563530825984,6
1877271406984954368,31
1944354138466427392,4
1956919264352579584,-1
1897655481612833024,-1
1880320898500292864,4
1976641462726168832,22
1879130004992499712,-1
1976628557079347712,6
1945291993904496896,-1
1905619970371059968,-1
1977749966715281664,11
1895362657697571328,-1
1889820642054382080,-1
1922800054840025344,18
1973896524318044160,-1
1923004978290995712,2
1929865046026338560,3
1975698571426210048,-1
1955259897462878720,0
1972424308988494336,20
1944249048212677120,0
1998419420289638656,40
1889449638517973248,9
1930902364220969216,0
1891050748810498304,3
1968281256720028160,28
1915437525935804672,0
1908071121838313728,-1
1891164313009725696,2
1890956819222155264,-1
1919797651270177280,-1
1934138089401635072,-1
1880377662293819904,13
1969453789624352768,-1
1883074351081341184,8
1901632348464222208,-1
1893952261359079680,-1
1915357695886180608,-1
1904002879062741248,0
1976997544778776832,23
1982135024679112960,-1
1971001351326081536,6
1879287670884667648,-1
1954072887411048704,-1
1969750341966237952,0
1976641365522907392,5
1911937991720763904,24
1951189033536606464,33
1980272804332515584,25
1920158376493003264,-1
1996180245775626496,3
1959077240525709312,3
1945476890724331520,18
1921110785624867328,1
1945332547036307968,44
1906393549966623232,32
1925931699893867008,6
1905521611761168896,4
1983219662289809920,2
1934761403178758144,2
1880634655084552448,-1
1962101138733580544,0
1966956826446229504,0
1939693557021106688,-1
2003834648212955648,-1
1876209288588448000,-1
1886894977835524352,-1
1889335588181930496,0
1931319493290299648,-1
1890699900905476352,2
1898997963961324032,4
1975707587548225792,1
1977850264377069824,0
1948679120793317632,25
1889631114370625792,3
1952231635581346048,18
1955412766262694400,5
1939324044224180480,-1
1953341923810558208,2
1898911800378507776,-1
1983670548556345600,3
1908162777845477376,-1
1896243310815227904,5
1918382331120808192,12
1883342998127411456,-1
1986021011331097088,0
1914097986575245568,-1
1927270145686188288,-1
1975705418413531136,0
1930858061209677824,-1
1932748901423198720,3
1893683125718310912,-1
1982168028084142336,0
1927555897305235712,33
1963672808799731968,0
1935631109624348672,-1
1984653989368172800,26
1970983423104938240,28
1956139954586968576,3
1919728093641769216,21
1888237530073760256,25
1932775742292832256,2
1890813224850792448,-1
1944606086960652288,-1
1917209813030953472,2
1961076102816051712,9
1921703567397642240,-1
1923097151665545472,-1
1908644073252217344,0
1883380508320747776,20
1879152239891398912,3
1918365320965984768,-1
1996097339191427584,-1
1929315725195329792,-1
1880638992070418944,-1
1918734445991055872,-1
1914013967699386880,4
1957942235133260032,7
1878663849861349632,7
1883117939307450368,-1
1877642288983126528,16
1953604052446818560,0
1930900749224903168,8
1974260340759113984,-1
1944243589644739072,34
1882197527484944640,-1
1939710615397728512,42
1937438972189507584,7
1962400606817227008,-1
1948299455217942528,17
1927003035303018496,-1
1975187160291848448,0
1972333984047829248,37
1948639590145032448,33
1895680533474263296,-1
1905649212374614016,-1
1930035510451548416,1
1952958586717716736,11
1983651273040916992,8
1879098402514120960,-1
1940964395892592640,0
1898900841937170944,-1
1878684884400755200,12
1971267936951337472,1
1897110443879174144,24
1953824721059172608,28
1932626729832755200,7
1879135876598648832,-1
1968208536242098432,-1
1911014570027884544,8
1957356658608234752,-1
1960650447901090048,3
1983545879006183936,0
1934252784007979264,0
1978794192420896768,1
1968334439370653952,1
1972797522629612032,7
1876269992729059584,27
2003926123214938112,11
1939177572614709504,-1
1932491394637267200,3
1967926753806127360,10
1976653712803426560,-1
1908646252558057728,0
1993103463728005376,11
1902562807327158528,-1
1972440685312680192,-1
1959088802133417984,-1
1953692443745943808,34
1978826720934248704,7
1920097388754256128,0
1919800356332269568,6
1892586683234767104,-1
1896162512024064256,3
1909978290087231744,8
1972677683881578752,10
1939217123810910464,1
1905543765852598528,-1
1909839111739130368,1
1927229922403135488,6
1955191383347937280,10
1892361268842963200,0
1892596535063670784,0
1955114635411279872,13
1939322487587901440,7
1975343184944496640,0
1955107753783070976,8
1965200103406436864,1
1893585998745129216,0
1962022492689883648,1
1916857530191323648,6
1927175772264870400,-1
1927649593069838336,-1
1924126738369687808,17
1947309494976881152,2
1967914613837881344,-1
1976795469356712192,2
1899309852025114880,-1
1999186539176239360,-1
1886401770903232512,9
1905885955774366208,0
1879110396692611328,-1
1898990308211265792,15
1974137266600804608,9
1931194715858456832,-1
1897573587201986816,-1
1937205575705854208,0
1932793953168039936,3
1967939682924368128,10
1897883460561519104,3
1922695372108890368,-1
1977879318878404864,12
1887856792119738624,-1
1952957059747422464,4
1886670662506541312,10
1978787437158568192,17
1977769926099374336,-1
1982009766689067264,4
1896182638475665408,-1
1881557852558606592,5
1958831544929300992,-1
1956884427268854016,6
1921200289656316160,-1
1944201906026688768,-1
1921235555607539968,6
1977753703122645248,11
1882040043386343936,1
1901066421448437760,-1
1960682881526997248,1
2005290928240828416,-1
1892560201049334016,-1
1882990498341953536,13
1934760759961248256,45
1889689366378823936,3
1977510450008092928,1
1980226809619976704,3
1955418081834176768,6
1971275404737732864,-1
1880598095752544512,4
1895229774727205120,-1
1953328030832804096,5
1933749547345601024,0
1957448248114684416,-1
1904026818346438912,-1
1933803121463222528,1
1905594192182808832,0
1966983222551867648,28
1946330113123205376,-1
1918176686987985152,2
1876288529115803648,26
1983497119437619712,0
1974149023197245440,3
1972694481322627584,-1
1883333494983753984,-1
1877644463398375680,16
1878798907016401408,9
1890650328615317760,27
1951109893055734016,3
1956012316312658176,2
1944405419150991872,4
1927622211915165952,-1
1936010639815893248,-1
1995496807942783232,-1
1916731791471239424,36
1891026010625191936,2
1962469307478430208,0
1981717244435419392,25
1963831436949209344,-1
1958768724069982464,0
1979328448297603072,-1
1918210241415811072,-1
1923808280192876544,-1
1967905362755060224,7
1971341774913437952,0
1913946514608754944,-1
1993724296963981312,-1
1951125025492439296,-1
1897120389341618176,13
1883229623179481344,10
1879171482577993728,-1
1915702374406000896,6
1929563825071673344,2
1923962155214532608,-1
1912109667943321856,-1
1926424272861344256,37
1971341413800661504,-1
1966404066319433984,4
2003825442864926720,4
1886712739470696704,-1
1877331648301183232,-1
1972673708126028032,-1
1990917095022891264,-1
1904118907805327872,0
1931183489342373888,-1
1977398097660583936,2
1926223768369680640,-1
1932289674032325120,-1
1897329838199013632,5
1922790432376795648,-1
1920078257141035520,1
1917355466910490880,4
1960723064595079168,4
1901600392338624512,6
1916752854275985664,-1
1978859283501424640,12
1881975863920722176,18
1886481210744168704,27
1957311649771409920,0
1960669321182765568,-1
1966836913299746816,-1
1878813704206332160,-1
1920127167360594432,-1
1977878518521565440,-1
1918185947159732736,4
1957370088249852416,-1
1951658635890962688,9
1877366163241332736,9
1945120170168422400,1
1963841296985985280,-1
1919719520178151936,2
1975181537093243392,4
1897904228083130624,3
1878694997249466880,-1
1968265247736943104,3
1929555843499893248,-1
1922967787401629696,0
1961209685954248960,6
1912517205872554496,3
1906719277874651392,24
1962170842143723520,3
1955222263126778112,-1
1927860283516604928,-1
1893480551102709760,-1
1966442093334638848,-1
1980780390869798912,1
1955278742340714752,-1
1967910345479164416,-1
1969773305260584960,0
1921185016001773824,-1
1979211024789123584,11
1976674577813221632,-1
2004699421850960384,2
1886648954944950528,-1
1937056541880078592,0
1946371389214400768,-1
1927496693009801728,-1
1974142663256649984,1
1895468205176766976,-1
1925732385833861376,24
1879080628802511104,-1
1906714213646746112,24
1975348791537770752,15
1938923088630161664,16
1912023464359387648,46
1955930394827874304,15
1885313342077903104,0
1968307311585452288,18
1883332437889196544,-1
1950244282453127168,-1
1880596313143927040,1
1925736174544368128,1
1913465193322991872,-1
1973774209475346688,6
2003846383221285120,1
1918252842982478080,19
1959137246067437824,1
1931422228304011776,13
1995489526752612608,0
1997327528805966080,-1
1930934380362658304,5
1901141902994661632,14
1906310471931896320,0
1923035306896363776,6
1897227068347441408,2
1962406556311650560,-1
1977869231006818304,-1
1890992101854208512,0
1965452697034973184,0
1955119836927086848,46
1960683438048206848,-1
1977315988782932224,-1
1975342511528026112,23
1950234249669620224,-1
1930967293271695872,-1
1896165559475319040,9
1921046210393084160,2
1979156216141222400,0
1949714089514848512,21
1969761555521966080,-1
1879299029039034624,3
1908167371820593664,14
1955742751993291264,-1
2005299871058931712,0
1954181750680170496,0
1950034211379040512,4
1915729827119739136,0
1886642721370390784,-1
1908526671659196928,-1
1984884558945513728,3
1971345353090953472,0
1929563831547605248,-1
1988961635730706688,1
1963634308897235200,-1
1975579500013568512,11
1959133969431020032,11
1962353442879660288,-1
1937521380641415680,4
1951579922952004096,4
1955940064388898816,2
1937503345314529536,-1
1885098150266101760,-1
1946403730724970752,2
1925790305921478656,1
1980248729950286080,-1
1952276353384136704,-1
1953551426329747968,0
1889455719491183104,5
1918268324091445504,6
1884459630530896128,4
1921097097698246656,-1
1953411092136276224,42
1975608937635528960,1
1948598447227240960,-1
1984616296680734976,5
1880298829607837696,5
1883452645341577472,-1
1874673006821437952,5
1962522257135468800,-1
1916859207271461120,21
1952434289519558912,2
1964975536796745728,45
1956900494107877888,-1
1877326718760820992,-1
1886716446002254080,-1
1964938049026162944,-1
1964914756625805312,1
1984988080143819008,-1
1895730042237505536,0
1883350667185790976,16
1961031997230326272,0
1939682873759637760,5
1924832414981095680,-1
1886766638781096192,-1
1977294856612642816,0
1877443947414364416,-1
1929127038222230016,2
1975571942930587904,0
1963623234676691200,3
1883513680232628480,-1
1951126696989708544,-1
1996344125092937728,4
1898962885050835200,-1
1937314549822329344,-1
1924885328361607424,4
1996222153407287296,6
1970987080772939776,11
1939196476888096768,1
1922612964512653568,2
1887768615320965120,-1
1976605302339654144,-1
1937010206283833344,0
1979176232924098816,21
1930903915299590400,35
1882023772347355648,-1
1927820397333860608,0
1892419543047557120,0
1983542914572747008,0
1969880334125891584,-1
1915747891148427520,32
2003875649011044608,0
1975586293099749888,45
1997361893103767552,6
1932835022169649408,-1
1948705486083129856,3
1902547050170056960,27
1913605856597532672,-1
1970979243808207360,9
1996299676153458688,0
1966821008993616128,-1
1880287456093999360,-1
1893964787815792896,41
1968447561754378752,-1
1892711165488463872,-1
1973873425614790912,11
1936066934942163200,-1
1957223873679872256,1
1911010633560309760,1
1918551063977922816,-1
1892227002591055872,-1
1884470670043800064,4
1913951909632741632,2
1961088068267782144,-1
2003974588867531264,-1
1890867170856378624,-1
1973850659075338752,3
1880311173775782144,-1
1993061310708564224,0
1883056334893170944,20
1909969786630709504,-1
1968244931052650752,0
1913601291470905856,-1
1927592916165218560,-1
1950510439366013440,37
1877648644440211968,-1
1979272412152861184,0
1892237066555031552,-1
1929018121374884096,-1
1916766511622136320,-1
1891002926451044608,10
1965409329953349888,6
2003838982166294528,39
1925855212733866240,2
1932791780396969984,-1
1982229238238368000,10
1964921614216417280,44
1916830599177789696,-1
1952434285715329280,13
1876237715295076608,38
1966799875837685760,1
1980767753746464768,-1
1996135915270598912,6
1889318552857137408,3
1933852110476734976,2
1962526849441190400,1
1918227890615009536,10
1921583009716744192,-1
1921561972903993856,11
1898789285698134272,3
1891004130870665472,24
1938786916994097408,5
1908891722752631040,-1
1914275026494517504,12
1957952148022653184,-1
1937450900433535232,2
1953081006673764352,-1
1935617703844466944,27
1889313563413721088,3
1957272316611858688,-1
1924605152344018944,-1
1904023822946439168,12
1971340947192676864,2
1969396436141031936,-1
1878705557894488320,-1
1975582658345512960,-1
1892487302145794560,1
1984614004707508480,4
1915785007299453440,0
1900440517965476096,-1
1939545003539530240,0
1966383202618196224,-1
1922652162955395584,0
1963905942237393152,6
1955252739317063936,0
1929923916677689600,-1
1972360703182098688,6
1977316408712470784,35
1929938650902491392,14
1929088880604553728,-1
1888130787494728192,-1
1890783681268138240,0
1945598955619799040,42
1892544263864627712,18
1922982353422438656,19
1879300053069959680,38
1996185241619439872,-1
1944898799194829312,2
1895916826158383616,-1
1966393164270600192,-1
1955910504658166016,0
1925791752201379840,-1
1905586294123888640,3
1918634367368450304,0
1901120412542501120,0
1966778212958064896,0
2003833695283843584,-1
1939220024339976192,1
1904058072412352768,-1
1991999881670742272,-1
1939712319707389952,-1
1918644736245567744,29
1958852517942763776,4
1953761053504155904,0
1929542604326125568,22
1932795993600504064,21
1938476662787870976,-1
1976780239121547264,3
1923976045780402688,5
1932428164615270656,12
1899046980065575168,-1
1963602581546053632,-1
1999605421154373888,9
1973773000186192128,29
1976687002922934528,6
1917259452400689408,1
1913734384064331776,1
1875197265461105152,-1
1923013729815269376,6
1886391800463867904,37
1936047659158323712,-1
1884455354031095808,8
1882979402256097280,13
1955112387352170752,3
1939165106170204160,31
1961036583370719488,-1
1908653464223408128,-1
1949495504389431552,4
1932701508933726464,0
1918569519024620032,11
1983113803098402816,-1
1921061826449526784,-1
1965184525761478656,3
1945397316602749184,4
1914296911936512000,-1
1880275482324922880,-1
1893653283333386752,1
1886763941277393152,47
1889735350907760896,-1
1887714090413662208,4
1927248402502279168,12
1946350997313556736,18
1981752798627926016,-1
1883368486824800512,31
1960698886458368512,0
1878724003004870912,-1
1996172977260683520,-1
1954270935651119616,0
1957311897402745088,-1
1966857535786500096,-1
1897852700525805824,-1
1965301748878529024,-1
1883439116563726848,20
1935592926975025408,-1
1898026913056150016,-1
2005781560386342912,-1
1900583311820673024,5
1892522605137072128,0
1898848681039978752,5
1958929306073407744,9
1877861609915461632,-1
1969531271878754560,1
1934171239893073920,-1
1943530428717240320,-1
1962411759551336960,7
1948610019509104896,8
1915428005738078208,3
1921073467530605056,9
1940973369140433152,-1
1917180482124648448,-1
1958790441635323904,0
1883134996292268032,20
1878683187628646656,-1
1977875324890448384,-1
1947289921850392832,-1
1879212891209089280,1
1972702499913211904,12
1911187411339760128,0
1958929235890119168,8
1972805652549714176,-1
1915912859583975424,0
1955257996906467328,41
1977315922512896000,4
1986564211171074048,5
1999857122654478592,1
1918301455301460480,4
1892149617946411264,-1
1982041736009708032,-1
1977348184193061120,1
1966629364499677184,1
1967929413787697408,0
1906287018881225216,-1
1946380995084582912,1
1996214704130171136,2
1944603748732407808,0
1958742330338681088,11
1946185648697639168,4
1970986696553754880,-1
1953336997805998592,2
1901720361378693632,3
1912091819728572928,32
1999572430080344064,-1
1912145251646808320,28
1933902304132075776,-1
1982078125334008064,1
1921468995993018368,0
1965355722130297088,-1
1977348673810862336,6
1956898651370065920,-1
1933733493567336704,-1
1963562508754801152,0
1889813728901865728,3
1895834693876232448,-1
1929156686352470272,13
1965418225908548096,-1
1877275927605842432,16
1976794016328171520,5
1975257729649549312,-1
1924832602583924992,-1
1970947030991478784,21
1903075627303047680,2
1880279065573417216,-1
1958819966637285376,-1
1972338266780389632,6
1892438277900439552,0
1980276154448941312,11
1937406340546339072,2
1973776125332779520,1
1994883981620511232,7
1972809977397195264,11
1921613653243048192,0
1949663172711084288,12
1899432809325789696,36
1877486434183163904,-1
1926202511179776256,3
1913553600137318400,3
1919752192161984768,19
1906205014835740672,14
1892555554741997568,0
1960671255050510592,6
1981683772912525312,0
1974113666351202816,11
1968313123456372992,0
1946457789590544384,2
1998530257515852032,35
1977519294436274176,26
1946491676559601664,-1
1992739561689297152,-1
1972716295696388352,-1
1972332873136136448,4
1957268946840871424,14
1968281385770123520,1
1935591987899674880,-1
1930959836071469056,-1
1926996462224748544,-1
1913553727132499968,-1
1912104640860328192,1
1895890802959942144,0
1943519187235676672,0
1930963863979044864,0
1904284893107896832,0
1912045559948755456,13
1903119382555045888,8
1968263614005170432,2
1962144823697355264,-1
1889681082141888768,43
1953716176070070272,0
1915369981061304320,21
1963895173395431424,1
1918665024618250240,11
1876243183744745472,41
1975559275658551296,0
1958762504114642944,-1
1889356783686394368,-1
1937106744561238528,0
1936046518991306752,9
1959112165774041344,36
1880615692980097536,-1
1929060794995556864,0
1953251582205939968,-1
1929318404432773376,3
1886659273771639296,-1
1896170472381014272,-1
1970986698965434624,9
1884624682034340096,-1
1961017984807239936,-1
1980394480458166784,19
1962110620087816192,10
1890636566978068480,5
1877647693868044288,16
1913485582308962304,-1
1874683094516764928,-1
1898867596503752960,8
1911929352335610112,-1
1962416513362903040,-1
1940179589134970880,4
1945366890676936704,5
1972682163545133312,21
1983683137118073344,6
1939740717276176640,4
1935845754687668736,18
1957432558414614784,39
1969549878847275264,7
1886452644581110016,-1
1963666034973647104,-1
1927173570087571968,17
1925732528595288320,-1
1946225695262412800,-1
1977740645587370240,0
1965425801538760960,9
1967908169444958208,-1
1929668287589503488,7
1978800469742071808,-1
1919777671325876224,10
1952215339456188416,14
1939691264670335488,-1
1980255534474473728,-1
1882928398366089472,10
1983302495213703424,28
1941016223384588544,42
1940186116776431872,4
1912065129967170048,0
1889651825453785600,9
1980762962156744960,0
1880269163882742016,9
1896172324258464000,6
1927782213883461632,-1
1966494618280739072,-1
1977314714633085184,4
1906343413504704512,18
1893502152611652096,-1
1880276196845580800,-1
1929567579556745472,-1
1934289602296283392,2
1877647342205034496,-1
1921481528455876864,-1
1956873979282493696,-1
1988970128202166272,-1
1916870264945795584,0
1931317181033349376,0
1916813056455098368,10
1951704755522384128,3
1908151846654624256,0
1971363301738291200,9
1891206423977112064,-1
1955895293121323520,-1
1967907924363337984,45
1983639064738983936,10
1909852227231269120,-1
1895399094254014720,5
1969740887308873728,1
1921459893086691584,19
1971341312176853504,1
1883108261467177216,0
1924825053381984256,0
1951677327685120000,-1
1900598109157421056,-1
1884579750171078912,-1
1901595633599041536,-1
1967946511519785216,10
1886354745247543552,1
1996145757691535872,-1
1960687111784554752,43
1892621549490077696,-1
1939053287963271424,37
1896223075995443456,-1
1976638247628652800,6
1984610481060135168,-1
1930898538558546176,-1
1962371822282064128,4
1951979304864121344,1
1932301057155379456,8
1978821700159426560,0
1955904417489936384,-1
1932662293445386240,2
1967906844032241920,-1
1902750108544098816,1
1885253435047731456,5
1897133377234579712,-1
1889286551085191424,2
1912460963086995712,32
1929062295063138560,6
1911041878436503808,-1
1921110011276603904,33
1878737702490935296,-1
1933729918871023872,10
1960840791615791360,-1
1966886623762936064,3
1886354190500573696,-1
1983113002254807040,0
1955305412108095744,0
1895291743261909248,2
1886664496141463552,33
1966855833888965120,0
1976952089193648640,26
1978882794454417920,0
1999507921890345472,22
1899953619178578176,8
1983106880512897280,3
1972797810019009024,-1
2003876051026694144,-1
1960614640703901696,18
1889348430105055744,-1
1945294662622961664,-1
1876248695752274432,46
1886670088956457216,-1
1890591470941245440,-1
1947007105401319680,7
1983199039526141952,-1
1948220795211383040,6
1985002085273010176,6
1963566160391409664,1
1940960493201695232,-1
1900514331948883968,5
1977757243060658432,0
1963615079678841088,-1
1977789338068083200,1
1939324150432289024,-1
1919891273768698368,8
1999228800920596736,11
1925755862619971584,6
1880586662809649152,9
1940963091711455488,1
1977875906682376704,23
1952998343849984256,44
1922742640761557248,-1
1999248498559246336,-1
1918620244790354176,-1
1937022566113366272,28
1963579735658918400,-1
1945311930719330816,1
1927341139931119872,14
1968102113881494016,1
1998893879580569600,7
1953048923444240640,0
1945354315834777856,1
1974248464948093184,-1
1939515656313209344,14
1889808276826800384,-1
1983533113742606592,0
1888158277554561280,-1
1962353761520960000,-1
1901600676884705536,25
1901222178462286080,-1
1958770247726764288,-1
1965556391420330240,33
1969731481955352832,15
1966394461057155584,1
1889287774865600768,38
1997446992818323968,10
1910008961648189440,10
1946826044713083136,5
1984557839013253376,-1
1910744405734228224,4
1912488914633510912,-1
1893919497263677952,-1
1973885857070526720,7
1908907964767031296,18
1893650881679065344,1
1899353918632599808,38
1950239999321878784,-1
1951124811792744704,6
1902614985253232640,18
1962018879539912960,12
1993814147398869504,-1
1889640844392611840,-1
1892126900266598656,-1
1897904773598527744,-1
1940966288022819072,2
1920230055504216320,0
1984690230923051264,-1
1908929195558027520,-1
1969431219889979648,19
1985980750400012544,34
1923020085947486208,-1
1892569524362232320,35
1889706476307882240,5
1889721253377782272,-1
1977738124764631296,0
1893563957211717888,30
1973787748608987392,3
1899304250078867968,46
1997326386256830976,4
1927316485434700032,8
1948222433527214336,19
1977348028311666944,3
1964942931883970560,3
1895627780215521536,18
1944262351081156608,-1
1949810249315373568,7
1968235871263736320,23
1908551934455194112,3
1932842046580273664,-1
1976688898479960320,0
1883511362829361408,20
1887731160425635840,4
1893657257201533184,1
1968229955936063744,0
1940791973176397824,0
1885370265338864128,17
1885250748126290432,25
1963619757447647488,7
1984886485540052992,6
1968281009964855296,9
1965034232205791488,1
1903209636725170432,8
1986543505817374976,26
1997806963804267008,13
1923898428481995264,-1
1983083187833319680,-1
1971337533318730240,6
1927309915535589632,12
1955920473415672064,0
1949668434691903488,3
1947282346593636352,2
1937163641004097792,12
1995489779899867648,-1
1916804006078304512,-1
1983303226104656384,-1
1893944768880591360,19
1904023229313761792,8
1924332535628398848,3
1977438247023505408,8
1880697926605058304,0
1959073145970954240,-1
1895683287114559744,4
1884529123466649856,-1
1961194379789709568,9
1892435221586247936,1
1905277487158100224,5
1955139951189704704,13
1957381834305617920,-1
1988952587761263104,15
1904123442447724800,38
1944027965752586496,2
1982210416445960704,0
1895805805259342080,0
1917139657873330432,0
1927214541936422912,10
1978815405876535808,11
1963842791974256640,21
1978903131066109952,5
1999555832833335808,-1
1888114124883709952,2
1905349831335575808,3
1882013434717630720,14
1962577805239365888,1
1886713759684849920,0
1921189268719845888,47
1959247561044214016,10
1883082675923370240,-1
1875040053786824960,-1
1971273065565913344,0
1965311237677527296,-1
1969779485097824768,9
1953794295280152832,48
1977759125065904128,1
1907941005107827200,-1
1976734614770373120,6
1881607989729325056,36
1972362030272463104,1
1879108404104634880,27
1932697921558098176,1
1983500677692236032,3
1963582341584134144,10
1938800614689120512,8
1944658850873012480,-1
1897192733141537024,27
1966402656123187712,0
1950100865127191040,11
1989452715668414720,4
1955138268426801152,25
1895425556034052352,2
1957358612105285888,7
1982036150199206400,-1
1877647326472261888,10
1948588111799484672,-1
1900951792160280576,-1
1984673703482073600,0
1918676458693910528,10
1962156822288323072,3
1897921693303423232,-1
1977299375908147456,-1
1912595182077587456,2
1980417479697674240,4
1920096502459793408,5
1904117214292160768,32
1940828362739769600,0
1959064429347418368,32
1965366244061884416,-1
1945178343948628224,16
1883402313802678272,9
1965543112371306752,-1
1952336039810637824,42
1944584536287002880,5
1877711481112084736,-1
1906107757046157312,-1
1923015297721565440,0
1970989473795305984,-1
1970952503043949056,-1
1977872943373041920,-1
1881663109187899392,24
1929072204576129024,5
1900676900533793024,3
1977294217857966336,21
1888263518061052160,8
1893662227179139072,-1
1973793146023915776,22
1877674776128303616,5
1879097039151374336,13
1935531757291585792,0
1975698219926770176,4
1888371420809535488,3
1883450265069854976,20
1901592789865169152,14
1972406021583946240,11
1981707071876935936,-1
1930838754086043648,-1
1950683934431580160,1
1921462843989221632,-1
1881933979177431040,3
1953415182576685568,-1
1945116474965643520,0
1952309861775225344,25
1912015915060957440,13
1944511992842350848,-1
1877641995440865536,16
1934236001087758336,43
1916785065201192960,-1
1922995379345211648,-1
1960712953591677184,1
1954300730007068928,-1
1948390320309457408,-1
1966984869113909248,6
1964913563438592512,0
1950338711347929344,0
1949994640670597120,2
1883414239093907712,5
1967000783867826688,3
1944632626846851584,7
1972680367900434432,0
1955995778473750784,1
1923075888549163520,0
1895740426658988544,-1
1971270583422943232,2
1889256295297110528,-1
1971266837238460416,0
1915755860472840192,10
1929205494150779392,-1
1978971634124902656,-1
1965346838271406080,-1
1922673859301449984,18
1963952228496220416,-1
1959171514605170944,1
1939567730241454592,2
1945119690390688000,5
1938447295571497472,2
1888103082279760128,4
1957292718000079104,-1
1905097822296478208,-1
1893712906019033600,6
1972811411203178752,3
1886462244550270976,0
1975682618067955968,-1
1926134960630485248,46
1984580109333119232,-1
1996170063037202944,-1
1972706265416737024,-1
1934115661946782208,0
1923976046371909888,5
1908547533762162688,3
1909816753435426816,2
1961204056808148992,-1
1925870186206236672,1
1992731987799670784,-1
1956981162955636992,-1
1993469001100673280,-1
1912075517484011520,1
1975575849488503040,1
1998049579707908352,8
1944167640106512640,4
